SK_ID_PREV,SK_ID_CURR,NAME_CONTRACT_TYPE,AMT_ANNUITY,AMT_APPLICATION,AMT_CREDIT,AMT_DOWN_PAYMENT,AMT_GOODS_PRICE,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,FLAG_LAST_APPL_PER_CONTRACT,NFLAG_LAST_APPL_IN_DAY,RATE_DOWN_PAYMENT,RATE_INTEREST_PRIMARY,RATE_INTEREST_PRIVILEGED,NAME_CASH_LOAN_PURPOSE,NAME_CONTRACT_STATUS,DAYS_DECISION,NAME_PAYMENT_TYPE,CODE_REJECT_REASON,NAME_TYPE_SUITE,NAME_CLIENT_TYPE,NAME_GOODS_CATEGORY,NAME_PORTFOLIO,NAME_PRODUCT_TYPE,CHANNEL_TYPE,SELLERPLACE_AREA,NAME_SELLER_INDUSTRY,CNT_PAYMENT,NAME_YIELD_GROUP,PRODUCT_COMBINATION,DAYS_FIRST_DRAWING,DAYS_FIRST_DUE,DAYS_LAST_DUE_1ST_VERSION,DAYS_LAST_DUE,DAYS_TERMINATION,NFLAG_INSURED_ON_APPROVAL
1455602,444023,Consumer loans,11246.085,126859.5,126859.5,0.0,126859.5,FRIDAY,12,Y,1,0.0,,,XAP,Approved,-370,Cash through the bank,XAP,,New,Computers,POS,XNA,Country-wide,50,Connectivity,12.0,low_action,POS mobile without interest,365243.0,-339.0,-9.0,-69.0,-67.0,0.0
1315977,265882,Cash loans,17352.27,337500.0,390960.0,,337500.0,SUNDAY,12,Y,1,,,,XNA,Approved,-301,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,36.0,middle,Cash X-Sell: middle,365243.0,-271.0,779.0,365243.0,365243.0,1.0
1286336,133856,Consumer loans,2724.84,23760.0,23490.0,2385.0,23760.0,SATURDAY,13,Y,1,0.1003857707509881,,,XAP,Approved,-1196,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,30,Connectivity,12.0,high,POS mobile with interest,365243.0,-1134.0,-804.0,-924.0,-915.0,0.0
1248204,400745,Cash loans,,0.0,0.0,,,FRIDAY,17,Y,1,,,,XNA,Canceled,-5,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1204982,196990,Cash loans,10777.275,135000.0,176157.0,,135000.0,MONDAY,17,Y,1,,,,XNA,Approved,-701,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,middle,Cash X-Sell: middle,365243.0,-671.0,19.0,-371.0,-366.0,1.0
1595488,406931,Consumer loans,9573.93,116955.0,93564.0,23391.0,116955.0,THURSDAY,16,Y,1,0.2178181818181818,,,XAP,Approved,-159,Cash through the bank,XAP,,Repeater,Computers,POS,XNA,Stone,80,Connectivity,12.0,middle,POS mobile with interest,365243.0,-126.0,204.0,-36.0,-30.0,0.0
2242268,143576,Cash loans,8896.77,229500.0,279180.0,,229500.0,MONDAY,10,Y,1,,,,XNA,Approved,-483,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),28,XNA,48.0,low_normal,Cash X-Sell: low,365243.0,-453.0,957.0,365243.0,365243.0,1.0
2372876,132543,Cash loans,,0.0,0.0,,,WEDNESDAY,18,Y,1,,,,XNA,Canceled,-130,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1242547,129436,Consumer loans,9352.935,58455.0,52609.5,5845.5,58455.0,THURSDAY,10,Y,1,0.1089090909090909,,,XAP,Approved,-326,XNA,XAP,Unaccompanied,New,Auto Accessories,POS,XNA,Regional / Local,41,Connectivity,6.0,low_normal,POS other with interest,365243.0,-262.0,-112.0,-232.0,-225.0,0.0
1610573,346927,Cash loans,22454.595,112500.0,116212.5,0.0,112500.0,FRIDAY,13,Y,1,0.0,,,XNA,Approved,-2250,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,0,XNA,6.0,high,Cash Street: high,365243.0,-2220.0,-2070.0,-2070.0,-2066.0,1.0
1741961,419355,Cash loans,,0.0,0.0,,,TUESDAY,3,Y,1,,,,XNA,Canceled,-131,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2011551,235577,Cash loans,10259.46,112500.0,123637.5,,112500.0,SATURDAY,6,Y,1,,,,XNA,Approved,-530,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,18.0,high,Cash X-Sell: high,365243.0,-500.0,10.0,365243.0,365243.0,1.0
1371604,425212,Revolving loans,4500.0,270000.0,270000.0,,270000.0,SUNDAY,13,N,0,,,,XAP,Refused,-145,XNA,HC,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,,,,,,
1960787,325935,Cash loans,34874.325,337500.0,441391.5,,337500.0,SATURDAY,11,Y,1,,,,Medicine,Refused,-514,Cash through the bank,HC,,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,24.0,high,Cash Street: high,,,,,,
2672247,414352,Consumer loans,7473.735,74745.0,67270.5,7474.5,74745.0,SUNDAY,11,Y,1,0.1089090909090909,,,XAP,Approved,-2831,Cash through the bank,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Stone,148,Consumer electronics,10.0,low_normal,POS household without interest,365243.0,-2798.0,-2528.0,-2528.0,-2523.0,0.0
2155220,138380,Consumer loans,6103.485,41399.64,30411.0,12424.14,41399.64,TUESDAY,17,Y,1,0.3158859274715275,,,XAP,Approved,-2621,Cash through the bank,XAP,"Spouse, partner",Repeater,Mobile,POS,XNA,Country-wide,2709,Consumer electronics,6.0,high,POS household with interest,365243.0,-2590.0,-2440.0,-2440.0,-2434.0,1.0
1124837,392373,Consumer loans,4788.9,41355.0,41355.0,0.0,41355.0,THURSDAY,6,Y,1,0.0,,,XAP,Refused,-2585,Cash through the bank,SCO,Unaccompanied,Repeater,XNA,POS,XNA,Stone,468,Consumer electronics,10.0,middle,POS household with interest,,,,,,
2697932,340810,Cash loans,24172.65,229500.0,241920.0,,229500.0,FRIDAY,7,Y,1,,,,XNA,Approved,-351,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,middle,Cash X-Sell: middle,365243.0,-321.0,9.0,-51.0,-48.0,1.0
1514138,356736,Consumer loans,12829.815,115146.0,127305.0,0.0,115146.0,THURSDAY,16,Y,1,0.0,,,XAP,Approved,-244,Cash through the bank,XAP,Family,New,Computers,POS,XNA,Country-wide,1775,Consumer electronics,12.0,middle,POS household with interest,365243.0,-213.0,117.0,365243.0,365243.0,0.0
2332240,232453,Consumer loans,7289.55,75555.0,67999.5,7555.5,75555.0,THURSDAY,18,Y,1,0.1089090909090909,,,XAP,Approved,-1337,Cash through the bank,XAP,Other_A,Repeater,Computers,POS,XNA,Regional / Local,273,Consumer electronics,12.0,middle,POS household with interest,365243.0,-1306.0,-976.0,-1036.0,-1033.0,0.0
1424834,231559,Consumer loans,6781.95,67495.5,67495.5,0.0,67495.5,SUNDAY,14,Y,1,0.0,,,XAP,Approved,-1135,Cash through the bank,XAP,Unaccompanied,Refreshed,Consumer Electronics,POS,XNA,Country-wide,1300,Consumer electronics,12.0,middle,POS household with interest,365243.0,-1104.0,-774.0,-774.0,-769.0,0.0
1591699,372662,Cash loans,172860.165,1804500.0,1847376.0,,1804500.0,MONDAY,10,Y,1,,,,XNA,Approved,-645,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,low_normal,Cash X-Sell: low,365243.0,-615.0,-285.0,-285.0,-282.0,1.0
1431676,408663,Consumer loans,18567.63,186731.46,202747.5,3.96,186731.46,TUESDAY,12,Y,1,2.127136347131605e-05,,,XAP,Approved,-675,Cash through the bank,XAP,Family,New,Consumer Electronics,POS,XNA,Country-wide,563,Consumer electronics,12.0,low_action,POS household without interest,365243.0,-644.0,-314.0,-344.0,-341.0,0.0
1483464,331156,Cash loans,54389.7,1350000.0,1467612.0,,1350000.0,TUESDAY,20,Y,1,,,,XNA,Refused,-198,XNA,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,36.0,low_action,Cash X-Sell: low,,,,,,
1470877,183879,Cash loans,16075.8,247500.0,274941.0,0.0,247500.0,SATURDAY,9,Y,1,0.0,,,XNA,Refused,-1539,XNA,HC,,Repeater,XNA,Cash,x-sell,Country-wide,-1,Consumer electronics,24.0,middle,Cash X-Sell: middle,,,,,,
1331736,204014,Consumer loans,9186.345,62955.0,68148.0,0.0,62955.0,SUNDAY,13,Y,1,0.0,,,XAP,Approved,-2354,Cash through the bank,XAP,,Refreshed,Mobile,POS,XNA,Country-wide,25,Connectivity,10.0,high,POS mobile with interest,365243.0,-2318.0,-2048.0,-2228.0,-2221.0,0.0
2063015,282920,Consumer loans,7355.07,60858.0,59589.0,6088.5,60858.0,SATURDAY,10,Y,1,0.10096197327852,,,XAP,Approved,-860,Cash through the bank,XAP,Unaccompanied,New,Jewelry,POS,XNA,Stone,30,Industry,10.0,middle,POS other with interest,365243.0,-820.0,-550.0,-610.0,-599.0,0.0
1028504,372251,Revolving loans,2250.0,45000.0,45000.0,,45000.0,WEDNESDAY,11,Y,1,,,,XAP,Approved,-230,XNA,XAP,Family,Repeater,XNA,Cards,walk-in,Country-wide,300,Consumer electronics,0.0,XNA,Card Street,365243.0,365243.0,365243.0,365243.0,365243.0,0.0
1576698,331055,Cash loans,15022.215,202500.0,234832.5,,202500.0,MONDAY,10,Y,1,,,,XNA,Approved,-419,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,middle,Cash X-Sell: middle,365243.0,-389.0,301.0,365243.0,365243.0,1.0
2763421,309644,Consumer loans,12817.395,138915.0,125023.5,13891.5,138915.0,SATURDAY,13,Y,1,0.1089090909090909,,,XAP,Approved,-333,Cash through the bank,XAP,,Repeater,Clothing and Accessories,POS,XNA,Stone,20,Clothing,12.0,middle,POS industry with interest,365243.0,-302.0,28.0,-152.0,-150.0,0.0
1813726,185511,Cash loans,,0.0,0.0,,0.0,FRIDAY,9,Y,1,,,,XNA,Unused offer,-1068,Cash through the bank,CLIENT,Unaccompanied,Repeater,XNA,XNA,XNA,Credit and cash offices,0,XNA,,XNA,Cash,,,,,,
1017425,228551,Consumer loans,6907.185,85069.485,68058.0,17011.485,85069.485,FRIDAY,17,Y,1,0.2177873025049622,0.1607163096452454,0.715644820295983,XAP,Approved,-403,Cash through the bank,XAP,,Refreshed,Mobile,POS,XNA,Country-wide,51,Connectivity,12.0,middle,POS mobile with interest,365243.0,-333.0,-3.0,-243.0,-240.0,0.0
1808499,235164,Consumer loans,,230386.5,230386.5,,230386.5,MONDAY,16,Y,1,,,,XAP,Unused offer,-840,Cash through the bank,CLIENT,Unaccompanied,New,Consumer Electronics,XNA,XNA,Country-wide,2301,Consumer electronics,,XNA,POS household with interest,,,,,,
2207843,275261,Cash loans,,0.0,0.0,,0.0,SUNDAY,13,Y,1,,,,XNA,Unused offer,-1242,Cash through the bank,CLIENT,Unaccompanied,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2173160,392195,Cash loans,8137.395,67500.0,71955.0,0.0,67500.0,FRIDAY,12,Y,1,0.0,,,XNA,Approved,-2036,XNA,XAP,,Repeater,XNA,Cash,x-sell,Country-wide,-1,Consumer electronics,12.0,high,Cash X-Sell: high,365243.0,-2006.0,-1676.0,-1826.0,-1824.0,1.0
1106713,390676,Consumer loans,15303.24,136305.0,148000.5,0.0,136305.0,SUNDAY,18,Y,1,0.0,,,XAP,Approved,-329,Cash through the bank,XAP,Unaccompanied,New,Computers,POS,XNA,Country-wide,1000,Consumer electronics,12.0,middle,POS household with interest,365243.0,-298.0,32.0,365243.0,365243.0,0.0
2229853,299494,Cash loans,23723.55,225000.0,239850.0,,225000.0,TUESDAY,15,Y,1,,,,XNA,Approved,-130,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,middle,Cash X-Sell: middle,365243.0,-100.0,230.0,-40.0,-34.0,1.0
2741630,331363,Cash loans,9239.985,90000.0,95940.0,,90000.0,MONDAY,12,Y,1,,,,XNA,Approved,-1099,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,low_normal,Cash X-Sell: low,365243.0,-1060.0,-730.0,-1000.0,-995.0,0.0
2732448,180537,Cash loans,,0.0,0.0,,,WEDNESDAY,10,Y,1,,,,XNA,Canceled,-226,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2184280,212227,Cash loans,,0.0,0.0,,,MONDAY,17,Y,1,,,,XNA,Canceled,-304,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1371766,270891,Consumer loans,,40635.0,40635.0,0.0,40635.0,TUESDAY,16,Y,1,0.0,,,XAP,Unused offer,-619,Cash through the bank,CLIENT,,Repeater,Photo / Cinema Equipment,XNA,XNA,Country-wide,58,Connectivity,,XNA,POS mobile with interest,,,,,,
2513672,206853,Cash loans,24785.19,238500.0,263686.5,,238500.0,WEDNESDAY,15,Y,1,,,,XNA,Approved,-162,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,low_normal,Cash X-Sell: low,365243.0,-132.0,198.0,365243.0,365243.0,1.0
1516458,401608,Consumer loans,5987.97,74161.17,59328.0,14833.17,74161.17,FRIDAY,15,Y,1,0.2178319274089122,0.1891363481808909,0.8350951374207188,XAP,Approved,-227,Cash through the bank,XAP,,New,Mobile,POS,XNA,Country-wide,45,Connectivity,12.0,middle,POS mobile with interest,365243.0,-194.0,136.0,-104.0,-99.0,0.0
1971074,282506,Revolving loans,,0.0,0.0,,,WEDNESDAY,13,Y,1,,,,XAP,Canceled,-106,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
2747337,260749,Cash loans,,0.0,0.0,,,TUESDAY,13,Y,1,,,,XNA,Canceled,-150,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2274376,231158,Cash loans,52164.18,990000.0,1090624.5,,990000.0,FRIDAY,16,Y,1,,,,XNA,Approved,-979,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,42.0,middle,Cash X-Sell: middle,365243.0,-949.0,281.0,365243.0,365243.0,1.0
1437497,136937,Consumer loans,11482.2,161724.69,161721.0,3.69,161724.69,FRIDAY,14,Y,1,2.484930071311594e-05,,,XAP,Approved,-1322,Cash through the bank,XAP,"Spouse, partner",New,Computers,POS,XNA,Country-wide,480,Consumer electronics,24.0,high,POS household with interest,365243.0,-1277.0,-587.0,-587.0,-578.0,0.0
1170588,182005,Cash loans,17033.4,90000.0,90000.0,,90000.0,FRIDAY,10,Y,1,,,,XNA,Approved,-1256,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),-1,XNA,6.0,middle,Cash X-Sell: middle,365243.0,-1226.0,-1076.0,-1076.0,-1072.0,0.0
1464639,279623,Consumer loans,6626.925,25870.5,23260.5,2610.0,25870.5,FRIDAY,15,Y,1,0.1098752352187732,,,XAP,Approved,-2817,XNA,XAP,,New,Mobile,POS,XNA,Country-wide,47,Connectivity,4.0,low_normal,POS mobile with interest,365243.0,-2769.0,-2679.0,-2679.0,-2605.0,0.0
1770797,318108,Consumer loans,3299.85,25393.5,24736.5,2542.5,25393.5,SUNDAY,12,Y,1,0.1015071533547283,,,XAP,Approved,-2681,Cash through the bank,XAP,Other_A,New,Mobile,POS,XNA,Country-wide,46,Connectivity,10.0,low_normal,POS mobile with interest,365243.0,-2650.0,-2380.0,-2380.0,-2373.0,1.0
2669006,132912,Cash loans,,0.0,0.0,,,FRIDAY,18,Y,1,,,,XNA,Canceled,-472,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
1024412,145480,Consumer loans,9713.475,77634.0,84465.0,0.0,77634.0,SUNDAY,14,Y,1,0.0,,,XAP,Approved,-383,Cash through the bank,XAP,,Repeater,Consumer Electronics,POS,XNA,Regional / Local,150,Consumer electronics,10.0,middle,POS household with interest,365243.0,-350.0,-80.0,-260.0,-257.0,0.0
1138590,337649,Cash loans,20503.17,495000.0,701203.5,,495000.0,TUESDAY,11,Y,1,,,,Repairs,Refused,-682,Cash through the bank,LIMIT,Unaccompanied,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,60.0,low_normal,Cash Street: low,,,,,,
2518984,447306,Cash loans,9346.455,90000.0,95940.0,,90000.0,TUESDAY,18,Y,1,,,,XNA,Canceled,-177,XNA,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Contact center,-1,XNA,12.0,low_normal,Cash X-Sell: low,,,,,,
1654835,438810,Consumer loans,5041.575,56169.0,49675.5,11236.5,56169.0,TUESDAY,17,Y,1,0.20090573286052,,,XAP,Refused,-423,Cash through the bank,HC,,Repeater,Mobile,POS,XNA,Country-wide,63,Connectivity,12.0,middle,POS mobile with interest,,,,,,
1307367,439688,Consumer loans,2696.76,64741.5,57870.0,6871.5,64741.5,WEDNESDAY,22,Y,1,0.11559337027746,,,XAP,Approved,-2602,Cash through the bank,XAP,Family,New,Consumer Electronics,POS,XNA,Country-wide,597,Consumer electronics,24.0,low_action,POS household without interest,365243.0,-2571.0,-1881.0,-1881.0,365243.0,0.0
1070158,165022,Revolving loans,6750.0,135000.0,135000.0,0.0,135000.0,SATURDAY,13,Y,1,0.0,,,XAP,Refused,-501,XNA,HC,,Refreshed,XNA,Cards,walk-in,Country-wide,15,Connectivity,0.0,XNA,Card Street,,,,,,
1542367,303280,Consumer loans,8545.815,41608.35,43668.0,1.35,41608.35,SUNDAY,11,Y,1,3.366829887032273e-05,,,XAP,Approved,-1956,Cash through the bank,XAP,Family,Repeater,Consumer Electronics,POS,XNA,Country-wide,1786,Consumer electronics,6.0,high,POS household with interest,365243.0,-1925.0,-1775.0,-1805.0,-1802.0,0.0
1856325,234059,Cash loans,16181.91,229500.0,289791.0,,229500.0,THURSDAY,13,Y,1,,,,XNA,Approved,-656,Cash through the bank,XAP,,Refreshed,XNA,Cash,x-sell,Credit and cash offices,0,XNA,24.0,low_normal,Cash X-Sell: low,365243.0,-626.0,64.0,-176.0,-170.0,1.0
1736951,328015,Cash loans,20254.365,225000.0,254700.0,,225000.0,THURSDAY,9,Y,1,,,,XNA,Approved,-267,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,24.0,high,Cash X-Sell: high,365243.0,-237.0,453.0,365243.0,365243.0,1.0
1696174,317764,Cash loans,28019.115,675000.0,790830.0,,675000.0,SUNDAY,8,Y,1,,,,XNA,Refused,-537,Cash through the bank,HC,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,60.0,middle,Cash X-Sell: middle,,,,,,
1567472,108985,Cash loans,9166.635,67500.0,81864.0,,67500.0,MONDAY,15,Y,1,,,,XNA,Approved,-673,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,12.0,high,Cash X-Sell: high,365243.0,-643.0,-313.0,-313.0,-303.0,1.0
2438755,272508,Consumer loans,6908.535,38065.5,32967.0,6750.0,38065.5,MONDAY,16,Y,1,0.1850936283295222,,,XAP,Approved,-1145,Cash through the bank,XAP,Unaccompanied,Repeater,Mobile,POS,XNA,Country-wide,12,Connectivity,6.0,high,POS mobile with interest,365243.0,-1114.0,-964.0,-1054.0,-1048.0,0.0
2026781,312950,Revolving loans,6750.0,135000.0,135000.0,,135000.0,TUESDAY,15,Y,1,,,,XAP,Approved,-521,XNA,XAP,Unaccompanied,Repeater,XNA,Cards,x-sell,Credit and cash offices,-1,XNA,0.0,XNA,Card X-Sell,-38.0,365243.0,365243.0,365243.0,365243.0,0.0
1013936,256247,Revolving loans,,0.0,0.0,,,SATURDAY,7,Y,1,,,,XAP,Canceled,-189,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
2064140,185782,Consumer loans,6830.1,62154.0,62154.0,0.0,62154.0,MONDAY,15,Y,1,0.0,,,XAP,Approved,-532,Cash through the bank,XAP,,Repeater,Mobile,POS,XNA,Country-wide,30,Connectivity,10.0,low_normal,POS mobile without interest,365243.0,-497.0,-227.0,-257.0,-253.0,0.0
2178279,169949,Consumer loans,10531.665,112275.0,89820.0,22455.0,112275.0,THURSDAY,14,Y,1,0.2178181818181818,,,XAP,Approved,-1614,Cash through the bank,XAP,Children,New,Furniture,POS,XNA,Stone,890,Furniture,10.0,middle,POS industry with interest,365243.0,-1583.0,-1313.0,-1313.0,-1309.0,0.0
1527158,412047,Cash loans,15928.785,67500.0,78552.0,,67500.0,THURSDAY,12,Y,1,,,,Repairs,Refused,-649,Cash through the bank,SCO,,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,6.0,high,Cash Street: high,,,,,,
1160478,412219,Cash loans,22877.01,157500.0,192762.0,,157500.0,THURSDAY,17,Y,1,,,,Other,Approved,-315,Cash through the bank,XAP,Family,Repeater,XNA,Cash,walk-in,Credit and cash offices,-1,XNA,12.0,high,Cash Street: high,365243.0,-285.0,45.0,365243.0,365243.0,1.0
1890206,128124,Consumer loans,16278.705,146340.0,124312.5,36000.0,146340.0,SUNDAY,11,Y,1,0.2445677830940987,,,XAP,Approved,-1373,Cash through the bank,XAP,Family,New,Computers,POS,XNA,Country-wide,1300,Consumer electronics,10.0,high,POS household with interest,365243.0,-1342.0,-1072.0,-1072.0,-1065.0,0.0
1155472,285893,Cash loans,18692.955,180000.0,191880.0,,180000.0,MONDAY,9,Y,1,,,,XNA,Approved,-925,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Country-wide,30,Connectivity,12.0,low_normal,Cash X-Sell: low,365243.0,-895.0,-565.0,-565.0,-562.0,1.0
1209399,168457,Consumer loans,5615.235,56070.0,61992.0,0.0,56070.0,TUESDAY,18,Y,1,0.0,,,XAP,Approved,-445,Cash through the bank,XAP,,Repeater,Audio/Video,POS,XNA,Country-wide,300,Consumer electronics,12.0,low_action,POS household without interest,365243.0,-414.0,-84.0,-324.0,-314.0,0.0
2406355,317688,Cash loans,,450000.0,450000.0,,450000.0,THURSDAY,14,Y,1,,,,Other,Unused offer,-563,Cash through the bank,CLIENT,,Repeater,XNA,XNA,XNA,Credit and cash offices,0,XNA,,XNA,Cash,,,,,,
2068657,131039,Revolving loans,,0.0,0.0,,,FRIDAY,5,Y,1,,,,XAP,Canceled,-431,XNA,XAP,,Refreshed,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Card Street,,,,,,
2609016,192999,Revolving loans,9000.0,180000.0,180000.0,,180000.0,TUESDAY,14,Y,1,,,,XAP,Approved,-540,XNA,XAP,,Refreshed,XNA,Cards,walk-in,Credit and cash offices,-1,XNA,0.0,XNA,Card Street,-537.0,-494.0,365243.0,365243.0,365243.0,0.0
2134494,108730,Cash loans,51920.64,1152000.0,1152000.0,,1152000.0,WEDNESDAY,14,Y,1,,,,XNA,Approved,-328,Cash through the bank,XAP,,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,30.0,low_normal,Cash X-Sell: low,365243.0,-298.0,572.0,-178.0,-170.0,0.0
1828681,284594,Cash loans,19066.5,450000.0,450000.0,,450000.0,TUESDAY,16,Y,1,,,,XNA,Refused,-217,Cash through the bank,HC,Unaccompanied,Repeater,XNA,Cash,x-sell,AP+ (Cash loan),2,XNA,36.0,low_normal,Cash X-Sell: low,,,,,,
2443522,114479,Cash loans,16075.08,135000.0,173839.5,,135000.0,SATURDAY,13,Y,1,,,,Everyday expenses,Refused,-369,Cash through the bank,LIMIT,,Repeater,XNA,Cash,walk-in,Credit and cash offices,0,XNA,18.0,high,Cash Street: high,,,,,,
2592086,333044,Cash loans,,0.0,0.0,,,MONDAY,13,Y,1,,,,XNA,Canceled,-37,XNA,XAP,,Repeater,XNA,XNA,XNA,Credit and cash offices,-1,XNA,,XNA,Cash,,,,,,
2305702,274630,Cash loans,45102.06,1354500.0,1483231.5,,1354500.0,WEDNESDAY,18,Y,1,,,,XNA,Approved,-62,Cash through the bank,XAP,Family,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,48.0,low_action,Cash X-Sell: low,,,,,,
2000597,325664,Consumer loans,10975.32,57375.0,60403.5,0.0,57375.0,SUNDAY,9,Y,1,0.0,,,XAP,Approved,-1172,XNA,XAP,Unaccompanied,Repeater,Furniture,POS,XNA,Stone,50,Furniture,6.0,middle,POS industry with interest,365243.0,-1140.0,-990.0,-1020.0,-1017.0,0.0
2357716,230973,Consumer loans,5686.335,49455.0,49455.0,0.0,49455.0,TUESDAY,10,Y,1,0.0,,,XAP,Approved,-648,Cash through the bank,XAP,,New,Furniture,POS,XNA,Country-wide,200,Furniture,10.0,middle,POS industry with interest,365243.0,-616.0,-346.0,-466.0,-461.0,0.0
2392704,188971,Consumer loans,6433.875,64345.5,57910.5,6435.0,64345.5,TUESDAY,11,Y,1,0.1089167074620602,,,XAP,Refused,-2382,Cash through the bank,SCO,Unaccompanied,New,Consumer Electronics,POS,XNA,Country-wide,2102,Consumer electronics,10.0,low_normal,POS household without interest,,,,,,
1192417,330879,Cash loans,47523.87,225000.0,258966.0,,225000.0,WEDNESDAY,17,Y,1,,,,XNA,Approved,-310,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,x-sell,Credit and cash offices,-1,XNA,6.0,middle,Cash X-Sell: middle,365243.0,-280.0,-130.0,-130.0,-124.0,1.0
2149961,379561,Consumer loans,6262.47,121135.095,121131.0,4.095,121135.095,FRIDAY,21,Y,1,3.681697094246115e-05,,,XAP,Approved,-1536,Cash through the bank,XAP,,New,Audio/Video,POS,XNA,Country-wide,563,Consumer electronics,24.0,low_normal,POS household with interest,365243.0,-1500.0,-810.0,-810.0,-805.0,0.0
2449537,180415,Consumer loans,5647.5,34447.5,27697.5,6750.0,34447.5,SUNDAY,13,Y,1,0.2134077548839142,,,XAP,Approved,-2067,Cash through the bank,XAP,,New,Mobile,POS,XNA,Stone,18,Connectivity,6.0,high,POS mobile with interest,365243.0,-2034.0,-1884.0,-1884.0,-1878.0,0.0
1233639,245610,Consumer loans,4163.13,40810.5,40608.0,4081.5,40810.5,TUESDAY,10,Y,1,0.0994668668357118,,,XAP,Approved,-781,Cash through the bank,XAP,,Repeater,Furniture,POS,XNA,Stone,441,Furniture,12.0,middle,POS industry with interest,365243.0,-742.0,-412.0,-652.0,-643.0,0.0
2042852,358651,Cash loans,35978.22,450000.0,481185.0,,450000.0,SUNDAY,13,Y,1,,,,Repairs,Approved,-487,Cash through the bank,XAP,Unaccompanied,Repeater,XNA,Cash,walk-in,Contact center,-1,XNA,18.0,middle,Cash Street: middle,365243.0,-457.0,53.0,-217.0,-211.0,1.0
1950575,280809,Consumer loans,13463.55,119096.325,117783.0,11924.325,119096.325,TUESDAY,14,Y,1,0.1001229032712335,,,XAP,Approved,-1998,Cash through the bank,XAP,Family,Repeater,Construction Materials,POS,XNA,Stone,2377,Construction,12.0,high,POS industry with interest,365243.0,-1966.0,-1636.0,-1756.0,-1748.0,0.0
